publication_vintage_date,reference_date,principal_offence_id,observation_period_id,statistic_basis_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_observation_period,raw_statistic_basis
2024-06-30,2022-06-30,ANZSOC_032,2022-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,12.7,observed,sha256:989fa4a24f5c5f822261dc9a817e99db21fc3899213bc6b3e133f1ee4018a904,Table 1,R18C31,sha256:029d431b4530122f51b203847adbfcb5129606de58acf883068bd146e2a4e12c,recorded-crime-offenders,sha256:6820dfb4e5ea96bc278cf37c0bfd1b0403002017410760861e731c708e6595cc,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:7ce0ae9b8c8e5407bc6f2d7020c23931eeea3e1c7e8891103806e6b4ab89b70f,sha256:3d3104b0aaa8584a576f0916ed41e6ad144f9c4817d963efabd5e3f70b8b630e,human-authored/deterministic-map-v1,replay:sha256:5075eedd139db3431c759b88e2f3561bd970ec60c9327df2471e7e5ced946044,032 Non–assaultive sexual offences,2021-22,Offender rate(a)
2024-06-30,2022-06-30,ANZSOC_04,2022-06-30,COUNT,offender-count,person,2067,observed,sha256:989fa4a24f5c5f822261dc9a817e99db21fc3899213bc6b3e133f1ee4018a904,Table 1,R20C15,sha256:029d431b4530122f51b203847adbfcb5129606de58acf883068bd146e2a4e12c,recorded-crime-offenders,sha256:6820dfb4e5ea96bc278cf37c0bfd1b0403002017410760861e731c708e6595cc,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:7ce0ae9b8c8e5407bc6f2d7020c23931eeea3e1c7e8891103806e6b4ab89b70f,sha256:3d3104b0aaa8584a576f0916ed41e6ad144f9c4817d963efabd5e3f70b8b630e,human-authored/deterministic-map-v1,replay:sha256:5075eedd139db3431c759b88e2f3561bd970ec60c9327df2471e7e5ced946044,04 Dangerous/negligent acts(h),2021-22,Number
2024-06-30,2022-06-30,ANZSOC_04,2022-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,9.1,observed,sha256:989fa4a24f5c5f822261dc9a817e99db21fc3899213bc6b3e133f1ee4018a904,Table 1,R20C31,sha256:029d431b4530122f51b203847adbfcb5129606de58acf883068bd146e2a4e12c,recorded-crime-offenders,sha256:6820dfb4e5ea96bc278cf37c0bfd1b0403002017410760861e731c708e6595cc,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:7ce0ae9b8c8e5407bc6f2d7020c23931eeea3e1c7e8891103806e6b4ab89b70f,sha256:3d3104b0aaa8584a576f0916ed41e6ad144f9c4817d963efabd5e3f70b8b630e,human-authored/deterministic-map-v1,replay:sha256:5075eedd139db3431c759b88e2f3561bd970ec60c9327df2471e7e5ced946044,04 Dangerous/negligent acts(h),2021-22,Offender rate(a)
2024-06-30,2022-06-30,ANZSOC_05,2022-06-30,COUNT,offender-count,person,4200,observed,sha256:989fa4a24f5c5f822261dc9a817e99db21fc3899213bc6b3e133f1ee4018a904,Table 1,R22C15,sha256:029d431b4530122f51b203847adbfcb5129606de58acf883068bd146e2a4e12c,recorded-crime-offenders,sha256:6820dfb4e5ea96bc278cf37c0bfd1b0403002017410760861e731c708e6595cc,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:7ce0ae9b8c8e5407bc6f2d7020c23931eeea3e1c7e8891103806e6b4ab89b70f,sha256:3d3104b0aaa8584a576f0916ed41e6ad144f9c4817d963efabd5e3f70b8b630e,human-authored/deterministic-map-v1,replay:sha256:5075eedd139db3431c759b88e2f3561bd970ec60c9327df2471e7e5ced946044,05 Abduction/harassment,2021-22,Number
2024-06-30,2022-06-30,ANZSOC_05,2022-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,18.6,observed,sha256:989fa4a24f5c5f822261dc9a817e99db21fc3899213bc6b3e133f1ee4018a904,Table 1,R22C31,sha256:029d431b4530122f51b203847adbfcb5129606de58acf883068bd146e2a4e12c,recorded-crime-offenders,sha256:6820dfb4e5ea96bc278cf37c0bfd1b0403002017410760861e731c708e6595cc,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:7ce0ae9b8c8e5407bc6f2d7020c23931eeea3e1c7e8891103806e6b4ab89b70f,sha256:3d3104b0aaa8584a576f0916ed41e6ad144f9c4817d963efabd5e3f70b8b630e,human-authored/deterministic-map-v1,replay:sha256:5075eedd139db3431c759b88e2f3561bd970ec60c9327df2471e7e5ced946044,05 Abduction/harassment,2021-22,Offender rate(a)
2024-06-30,2022-06-30,ANZSOC_06,2022-06-30,COUNT,offender-count,person,3479,observed,sha256:989fa4a24f5c5f822261dc9a817e99db21fc3899213bc6b3e133f1ee4018a904,Table 1,R24C15,sha256:029d431b4530122f51b203847adbfcb5129606de58acf883068bd146e2a4e12c,recorded-crime-offenders,sha256:6820dfb4e5ea96bc278cf37c0bfd1b0403002017410760861e731c708e6595cc,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:7ce0ae9b8c8e5407bc6f2d7020c23931eeea3e1c7e8891103806e6b4ab89b70f,sha256:3d3104b0aaa8584a576f0916ed41e6ad144f9c4817d963efabd5e3f70b8b630e,human-authored/deterministic-map-v1,replay:sha256:5075eedd139db3431c759b88e2f3561bd970ec60c9327df2471e7e5ced946044,06 Robbery/extortion,2021-22,Number
2024-06-30,2022-06-30,ANZSOC_06,2022-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,15.4,observed,sha256:989fa4a24f5c5f822261dc9a817e99db21fc3899213bc6b3e133f1ee4018a904,Table 1,R24C31,sha256:029d431b4530122f51b203847adbfcb5129606de58acf883068bd146e2a4e12c,recorded-crime-offenders,sha256:6820dfb4e5ea96bc278cf37c0bfd1b0403002017410760861e731c708e6595cc,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:7ce0ae9b8c8e5407bc6f2d7020c23931eeea3e1c7e8891103806e6b4ab89b70f,sha256:3d3104b0aaa8584a576f0916ed41e6ad144f9c4817d963efabd5e3f70b8b630e,human-authored/deterministic-map-v1,replay:sha256:5075eedd139db3431c759b88e2f3561bd970ec60c9327df2471e7e5ced946044,06 Robbery/extortion,2021-22,Offender rate(a)
2024-06-30,2022-06-30,ANZSOC_07,2022-06-30,COUNT,offender-count,person,10519,observed,sha256:989fa4a24f5c5f822261dc9a817e99db21fc3899213bc6b3e133f1ee4018a904,Table 1,R26C15,sha256:029d431b4530122f51b203847adbfcb5129606de58acf883068bd146e2a4e12c,recorded-crime-offenders,sha256:6820dfb4e5ea96bc278cf37c0bfd1b0403002017410760861e731c708e6595cc,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:7ce0ae9b8c8e5407bc6f2d7020c23931eeea3e1c7e8891103806e6b4ab89b70f,sha256:3d3104b0aaa8584a576f0916ed41e6ad144f9c4817d963efabd5e3f70b8b630e,human-authored/deterministic-map-v1,replay:sha256:5075eedd139db3431c759b88e2f3561bd970ec60c9327df2471e7e5ced946044,07 Unlawful entry with intent,2021-22,Number
2024-06-30,2022-06-30,ANZSOC_07,2022-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,46.5,observed,sha256:989fa4a24f5c5f822261dc9a817e99db21fc3899213bc6b3e133f1ee4018a904,Table 1,R26C31,sha256:029d431b4530122f51b203847adbfcb5129606de58acf883068bd146e2a4e12c,recorded-crime-offenders,sha256:6820dfb4e5ea96bc278cf37c0bfd1b0403002017410760861e731c708e6595cc,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:7ce0ae9b8c8e5407bc6f2d7020c23931eeea3e1c7e8891103806e6b4ab89b70f,sha256:3d3104b0aaa8584a576f0916ed41e6ad144f9c4817d963efabd5e3f70b8b630e,human-authored/deterministic-map-v1,replay:sha256:5075eedd139db3431c759b88e2f3561bd970ec60c9327df2471e7e5ced946044,07 Unlawful entry with intent,2021-22,Offender rate(a)
2024-06-30,2022-06-30,ANZSOC_08,2022-06-30,COUNT,offender-count,person,29571,observed,sha256:989fa4a24f5c5f822261dc9a817e99db21fc3899213bc6b3e133f1ee4018a904,Table 1,R28C15,sha256:029d431b4530122f51b203847adbfcb5129606de58acf883068bd146e2a4e12c,recorded-crime-offenders,sha256:6820dfb4e5ea96bc278cf37c0bfd1b0403002017410760861e731c708e6595cc,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:7ce0ae9b8c8e5407bc6f2d7020c23931eeea3e1c7e8891103806e6b4ab89b70f,sha256:3d3104b0aaa8584a576f0916ed41e6ad144f9c4817d963efabd5e3f70b8b630e,human-authored/deterministic-map-v1,replay:sha256:5075eedd139db3431c759b88e2f3561bd970ec60c9327df2471e7e5ced946044,08 Theft(i)(j),2021-22,Number
2024-06-30,2022-06-30,ANZSOC_08,2022-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,130.6,observed,sha256:989fa4a24f5c5f822261dc9a817e99db21fc3899213bc6b3e133f1ee4018a904,Table 1,R28C31,sha256:029d431b4530122f51b203847adbfcb5129606de58acf883068bd146e2a4e12c,recorded-crime-offenders,sha256:6820dfb4e5ea96bc278cf37c0bfd1b0403002017410760861e731c708e6595cc,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:7ce0ae9b8c8e5407bc6f2d7020c23931eeea3e1c7e8891103806e6b4ab89b70f,sha256:3d3104b0aaa8584a576f0916ed41e6ad144f9c4817d963efabd5e3f70b8b630e,human-authored/deterministic-map-v1,replay:sha256:5075eedd139db3431c759b88e2f3561bd970ec60c9327df2471e7e5ced946044,08 Theft(i)(j),2021-22,Offender rate(a)
2024-06-30,2022-06-30,ANZSOC_081,2022-06-30,COUNT,offender-count,person,4770,observed,sha256:989fa4a24f5c5f822261dc9a817e99db21fc3899213bc6b3e133f1ee4018a904,Table 1,R29C15,sha256:029d431b4530122f51b203847adbfcb5129606de58acf883068bd146e2a4e12c,recorded-crime-offenders,sha256:6820dfb4e5ea96bc278cf37c0bfd1b0403002017410760861e731c708e6595cc,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:7ce0ae9b8c8e5407bc6f2d7020c23931eeea3e1c7e8891103806e6b4ab89b70f,sha256:3d3104b0aaa8584a576f0916ed41e6ad144f9c4817d963efabd5e3f70b8b630e,human-authored/deterministic-map-v1,replay:sha256:5075eedd139db3431c759b88e2f3561bd970ec60c9327df2471e7e5ced946044,081 Motor vehicle theft,2021-22,Number
2024-06-30,2022-06-30,ANZSOC_081,2022-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,21.1,observed,sha256:989fa4a24f5c5f822261dc9a817e99db21fc3899213bc6b3e133f1ee4018a904,Table 1,R29C31,sha256:029d431b4530122f51b203847adbfcb5129606de58acf883068bd146e2a4e12c,recorded-crime-offenders,sha256:6820dfb4e5ea96bc278cf37c0bfd1b0403002017410760861e731c708e6595cc,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:7ce0ae9b8c8e5407bc6f2d7020c23931eeea3e1c7e8891103806e6b4ab89b70f,sha256:3d3104b0aaa8584a576f0916ed41e6ad144f9c4817d963efabd5e3f70b8b630e,human-authored/deterministic-map-v1,replay:sha256:5075eedd139db3431c759b88e2f3561bd970ec60c9327df2471e7e5ced946044,081 Motor vehicle theft,2021-22,Offender rate(a)
2024-06-30,2022-06-30,ANZSOC_082,2022-06-30,COUNT,offender-count,person,21116,observed,sha256:989fa4a24f5c5f822261dc9a817e99db21fc3899213bc6b3e133f1ee4018a904,Table 1,R30C15,sha256:029d431b4530122f51b203847adbfcb5129606de58acf883068bd146e2a4e12c,recorded-crime-offenders,sha256:6820dfb4e5ea96bc278cf37c0bfd1b0403002017410760861e731c708e6595cc,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:7ce0ae9b8c8e5407bc6f2d7020c23931eeea3e1c7e8891103806e6b4ab89b70f,sha256:3d3104b0aaa8584a576f0916ed41e6ad144f9c4817d963efabd5e3f70b8b630e,human-authored/deterministic-map-v1,replay:sha256:5075eedd139db3431c759b88e2f3561bd970ec60c9327df2471e7e5ced946044,082 Theft (except motor vehicles),2021-22,Number
2024-06-30,2022-06-30,ANZSOC_082,2022-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,93.3,observed,sha256:989fa4a24f5c5f822261dc9a817e99db21fc3899213bc6b3e133f1ee4018a904,Table 1,R30C31,sha256:029d431b4530122f51b203847adbfcb5129606de58acf883068bd146e2a4e12c,recorded-crime-offenders,sha256:6820dfb4e5ea96bc278cf37c0bfd1b0403002017410760861e731c708e6595cc,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:7ce0ae9b8c8e5407bc6f2d7020c23931eeea3e1c7e8891103806e6b4ab89b70f,sha256:3d3104b0aaa8584a576f0916ed41e6ad144f9c4817d963efabd5e3f70b8b630e,human-authored/deterministic-map-v1,replay:sha256:5075eedd139db3431c759b88e2f3561bd970ec60c9327df2471e7e5ced946044,082 Theft (except motor vehicles),2021-22,Offender rate(a)
2024-06-30,2022-06-30,ANZSOC_083,2022-06-30,COUNT,offender-count,person,3461,observed,sha256:989fa4a24f5c5f822261dc9a817e99db21fc3899213bc6b3e133f1ee4018a904,Table 1,R31C15,sha256:029d431b4530122f51b203847adbfcb5129606de58acf883068bd146e2a4e12c,recorded-crime-offenders,sha256:6820dfb4e5ea96bc278cf37c0bfd1b0403002017410760861e731c708e6595cc,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:7ce0ae9b8c8e5407bc6f2d7020c23931eeea3e1c7e8891103806e6b4ab89b70f,sha256:3d3104b0aaa8584a576f0916ed41e6ad144f9c4817d963efabd5e3f70b8b630e,human-authored/deterministic-map-v1,replay:sha256:5075eedd139db3431c759b88e2f3561bd970ec60c9327df2471e7e5ced946044,083 Receive or handle proceeds of crime,2021-22,Number
2024-06-30,2022-06-30,ANZSOC_083,2022-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,15.3,observed,sha256:989fa4a24f5c5f822261dc9a817e99db21fc3899213bc6b3e133f1ee4018a904,Table 1,R31C31,sha256:029d431b4530122f51b203847adbfcb5129606de58acf883068bd146e2a4e12c,recorded-crime-offenders,sha256:6820dfb4e5ea96bc278cf37c0bfd1b0403002017410760861e731c708e6595cc,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:7ce0ae9b8c8e5407bc6f2d7020c23931eeea3e1c7e8891103806e6b4ab89b70f,sha256:3d3104b0aaa8584a576f0916ed41e6ad144f9c4817d963efabd5e3f70b8b630e,human-authored/deterministic-map-v1,replay:sha256:5075eedd139db3431c759b88e2f3561bd970ec60c9327df2471e7e5ced946044,083 Receive or handle proceeds of crime,2021-22,Offender rate(a)
2024-06-30,2022-06-30,ANZSOC_09,2022-06-30,COUNT,offender-count,person,8417,observed,sha256:989fa4a24f5c5f822261dc9a817e99db21fc3899213bc6b3e133f1ee4018a904,Table 1,R33C15,sha256:029d431b4530122f51b203847adbfcb5129606de58acf883068bd146e2a4e12c,recorded-crime-offenders,sha256:6820dfb4e5ea96bc278cf37c0bfd1b0403002017410760861e731c708e6595cc,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:7ce0ae9b8c8e5407bc6f2d7020c23931eeea3e1c7e8891103806e6b4ab89b70f,sha256:3d3104b0aaa8584a576f0916ed41e6ad144f9c4817d963efabd5e3f70b8b630e,human-authored/deterministic-map-v1,replay:sha256:5075eedd139db3431c759b88e2f3561bd970ec60c9327df2471e7e5ced946044,09 Fraud/deception(k),2021-22,Number
2024-06-30,2022-06-30,ANZSOC_09,2022-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,37.2,observed,sha256:989fa4a24f5c5f822261dc9a817e99db21fc3899213bc6b3e133f1ee4018a904,Table 1,R33C31,sha256:029d431b4530122f51b203847adbfcb5129606de58acf883068bd146e2a4e12c,recorded-crime-offenders,sha256:6820dfb4e5ea96bc278cf37c0bfd1b0403002017410760861e731c708e6595cc,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:7ce0ae9b8c8e5407bc6f2d7020c23931eeea3e1c7e8891103806e6b4ab89b70f,sha256:3d3104b0aaa8584a576f0916ed41e6ad144f9c4817d963efabd5e3f70b8b630e,human-authored/deterministic-map-v1,replay:sha256:5075eedd139db3431c759b88e2f3561bd970ec60c9327df2471e7e5ced946044,09 Fraud/deception(k),2021-22,Offender rate(a)
2024-06-30,2022-06-30,ANZSOC_091,2022-06-30,COUNT,offender-count,person,6801,observed,sha256:989fa4a24f5c5f822261dc9a817e99db21fc3899213bc6b3e133f1ee4018a904,Table 1,R34C15,sha256:029d431b4530122f51b203847adbfcb5129606de58acf883068bd146e2a4e12c,recorded-crime-offenders,sha256:6820dfb4e5ea96bc278cf37c0bfd1b0403002017410760861e731c708e6595cc,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:7ce0ae9b8c8e5407bc6f2d7020c23931eeea3e1c7e8891103806e6b4ab89b70f,sha256:3d3104b0aaa8584a576f0916ed41e6ad144f9c4817d963efabd5e3f70b8b630e,human-authored/deterministic-map-v1,replay:sha256:5075eedd139db3431c759b88e2f3561bd970ec60c9327df2471e7e5ced946044,091 Obtain benefit by deception,2021-22,Number
2024-06-30,2022-06-30,ANZSOC_091,2022-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,30,observed,sha256:989fa4a24f5c5f822261dc9a817e99db21fc3899213bc6b3e133f1ee4018a904,Table 1,R34C31,sha256:029d431b4530122f51b203847adbfcb5129606de58acf883068bd146e2a4e12c,recorded-crime-offenders,sha256:6820dfb4e5ea96bc278cf37c0bfd1b0403002017410760861e731c708e6595cc,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:7ce0ae9b8c8e5407bc6f2d7020c23931eeea3e1c7e8891103806e6b4ab89b70f,sha256:3d3104b0aaa8584a576f0916ed41e6ad144f9c4817d963efabd5e3f70b8b630e,human-authored/deterministic-map-v1,replay:sha256:5075eedd139db3431c759b88e2f3561bd970ec60c9327df2471e7e5ced946044,091 Obtain benefit by deception,2021-22,Offender rate(a)
2024-06-30,2022-06-30,ANZSOC_092,2022-06-30,COUNT,offender-count,person,396,observed,sha256:989fa4a24f5c5f822261dc9a817e99db21fc3899213bc6b3e133f1ee4018a904,Table 1,R35C15,sha256:029d431b4530122f51b203847adbfcb5129606de58acf883068bd146e2a4e12c,recorded-crime-offenders,sha256:6820dfb4e5ea96bc278cf37c0bfd1b0403002017410760861e731c708e6595cc,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:7ce0ae9b8c8e5407bc6f2d7020c23931eeea3e1c7e8891103806e6b4ab89b70f,sha256:3d3104b0aaa8584a576f0916ed41e6ad144f9c4817d963efabd5e3f70b8b630e,human-authored/deterministic-map-v1,replay:sha256:5075eedd139db3431c759b88e2f3561bd970ec60c9327df2471e7e5ced946044,092 Forgery and counterfeiting,2021-22,Number
2024-06-30,2022-06-30,ANZSOC_092,2022-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,1.7,observed,sha256:989fa4a24f5c5f822261dc9a817e99db21fc3899213bc6b3e133f1ee4018a904,Table 1,R35C31,sha256:029d431b4530122f51b203847adbfcb5129606de58acf883068bd146e2a4e12c,recorded-crime-offenders,sha256:6820dfb4e5ea96bc278cf37c0bfd1b0403002017410760861e731c708e6595cc,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:7ce0ae9b8c8e5407bc6f2d7020c23931eeea3e1c7e8891103806e6b4ab89b70f,sha256:3d3104b0aaa8584a576f0916ed41e6ad144f9c4817d963efabd5e3f70b8b630e,human-authored/deterministic-map-v1,replay:sha256:5075eedd139db3431c759b88e2f3561bd970ec60c9327df2471e7e5ced946044,092 Forgery and counterfeiting,2021-22,Offender rate(a)
2024-06-30,2022-06-30,ANZSOC_093,2022-06-30,COUNT,offender-count,person,85,observed,sha256:989fa4a24f5c5f822261dc9a817e99db21fc3899213bc6b3e133f1ee4018a904,Table 1,R36C15,sha256:029d431b4530122f51b203847adbfcb5129606de58acf883068bd146e2a4e12c,recorded-crime-offenders,sha256:6820dfb4e5ea96bc278cf37c0bfd1b0403002017410760861e731c708e6595cc,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:7ce0ae9b8c8e5407bc6f2d7020c23931eeea3e1c7e8891103806e6b4ab89b70f,sha256:3d3104b0aaa8584a576f0916ed41e6ad144f9c4817d963efabd5e3f70b8b630e,human-authored/deterministic-map-v1,replay:sha256:5075eedd139db3431c759b88e2f3561bd970ec60c9327df2471e7e5ced946044,093 Deceptive business/government practices,2021-22,Number
2024-06-30,2022-06-30,ANZSOC_093,2022-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,0.4,observed,sha256:989fa4a24f5c5f822261dc9a817e99db21fc3899213bc6b3e133f1ee4018a904,Table 1,R36C31,sha256:029d431b4530122f51b203847adbfcb5129606de58acf883068bd146e2a4e12c,recorded-crime-offenders,sha256:6820dfb4e5ea96bc278cf37c0bfd1b0403002017410760861e731c708e6595cc,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:7ce0ae9b8c8e5407bc6f2d7020c23931eeea3e1c7e8891103806e6b4ab89b70f,sha256:3d3104b0aaa8584a576f0916ed41e6ad144f9c4817d963efabd5e3f70b8b630e,human-authored/deterministic-map-v1,replay:sha256:5075eedd139db3431c759b88e2f3561bd970ec60c9327df2471e7e5ced946044,093 Deceptive business/government practices,2021-22,Offender rate(a)
2024-06-30,2022-06-30,ANZSOC_099,2022-06-30,COUNT,offender-count,person,1061,observed,sha256:989fa4a24f5c5f822261dc9a817e99db21fc3899213bc6b3e133f1ee4018a904,Table 1,R37C15,sha256:029d431b4530122f51b203847adbfcb5129606de58acf883068bd146e2a4e12c,recorded-crime-offenders,sha256:6820dfb4e5ea96bc278cf37c0bfd1b0403002017410760861e731c708e6595cc,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:7ce0ae9b8c8e5407bc6f2d7020c23931eeea3e1c7e8891103806e6b4ab89b70f,sha256:3d3104b0aaa8584a576f0916ed41e6ad144f9c4817d963efabd5e3f70b8b630e,human-authored/deterministic-map-v1,replay:sha256:5075eedd139db3431c759b88e2f3561bd970ec60c9327df2471e7e5ced946044,099 Other fraud and deception offences,2021-22,Number
2024-06-30,2022-06-30,ANZSOC_099,2022-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,4.7,observed,sha256:989fa4a24f5c5f822261dc9a817e99db21fc3899213bc6b3e133f1ee4018a904,Table 1,R37C31,sha256:029d431b4530122f51b203847adbfcb5129606de58acf883068bd146e2a4e12c,recorded-crime-offenders,sha256:6820dfb4e5ea96bc278cf37c0bfd1b0403002017410760861e731c708e6595cc,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:7ce0ae9b8c8e5407bc6f2d7020c23931eeea3e1c7e8891103806e6b4ab89b70f,sha256:3d3104b0aaa8584a576f0916ed41e6ad144f9c4817d963efabd5e3f70b8b630e,human-authored/deterministic-map-v1,replay:sha256:5075eedd139db3431c759b88e2f3561bd970ec60c9327df2471e7e5ced946044,099 Other fraud and deception offences,2021-22,Offender rate(a)
2024-06-30,2022-06-30,ANZSOC_10,2022-06-30,COUNT,offender-count,person,50920,observed,sha256:989fa4a24f5c5f822261dc9a817e99db21fc3899213bc6b3e133f1ee4018a904,Table 1,R39C15,sha256:029d431b4530122f51b203847adbfcb5129606de58acf883068bd146e2a4e12c,recorded-crime-offenders,sha256:6820dfb4e5ea96bc278cf37c0bfd1b0403002017410760861e731c708e6595cc,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:7ce0ae9b8c8e5407bc6f2d7020c23931eeea3e1c7e8891103806e6b4ab89b70f,sha256:3d3104b0aaa8584a576f0916ed41e6ad144f9c4817d963efabd5e3f70b8b630e,human-authored/deterministic-map-v1,replay:sha256:5075eedd139db3431c759b88e2f3561bd970ec60c9327df2471e7e5ced946044,10 Illicit drug offences(l),2021-22,Number
2024-06-30,2022-06-30,ANZSOC_10,2022-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,224.9,observed,sha256:989fa4a24f5c5f822261dc9a817e99db21fc3899213bc6b3e133f1ee4018a904,Table 1,R39C31,sha256:029d431b4530122f51b203847adbfcb5129606de58acf883068bd146e2a4e12c,recorded-crime-offenders,sha256:6820dfb4e5ea96bc278cf37c0bfd1b0403002017410760861e731c708e6595cc,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:7ce0ae9b8c8e5407bc6f2d7020c23931eeea3e1c7e8891103806e6b4ab89b70f,sha256:3d3104b0aaa8584a576f0916ed41e6ad144f9c4817d963efabd5e3f70b8b630e,human-authored/deterministic-map-v1,replay:sha256:5075eedd139db3431c759b88e2f3561bd970ec60c9327df2471e7e5ced946044,10 Illicit drug offences(l),2021-22,Offender rate(a)
2024-06-30,2022-06-30,ANZSOC_102,2022-06-30,COUNT,offender-count,person,7203,observed,sha256:989fa4a24f5c5f822261dc9a817e99db21fc3899213bc6b3e133f1ee4018a904,Table 1,R40C15,sha256:029d431b4530122f51b203847adbfcb5129606de58acf883068bd146e2a4e12c,recorded-crime-offenders,sha256:6820dfb4e5ea96bc278cf37c0bfd1b0403002017410760861e731c708e6595cc,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:7ce0ae9b8c8e5407bc6f2d7020c23931eeea3e1c7e8891103806e6b4ab89b70f,sha256:3d3104b0aaa8584a576f0916ed41e6ad144f9c4817d963efabd5e3f70b8b630e,human-authored/deterministic-map-v1,replay:sha256:5075eedd139db3431c759b88e2f3561bd970ec60c9327df2471e7e5ced946044,102 Deal or traffic in illicit drugs,2021-22,Number
